Mass Wall,Metal Wall,Roof,SlabEdge,Glass,Infil,LPD,EPD (0 1st$),MWh,kWh $,kW $,Util $,Addl 1st $,40yr LCS,40yr LCS 2%,LEED
E12,E30,R-25,"2"" Vert",SB60,0.15,0.5,1.75,661.534,24051,26481,51181,-5108,170377.649,260456.3928,8
E10,E31,R-25,"2"" Vert",SB60,0.15,0.5,1.75,666.657,24233,26914,51795,-5625,173824.4165,260009.303,8
E11,E31,R-25,"2"" Vert",SB60,0.15,0.5,1.75,661.321,24039,26666,51352,-21069,180265.8865,269260.1847,8
E12,E31,R-25,"2"" Vert",SB60,0.15,0.5,1.75,662.959,24102,26628,51377,-18855,180294.1615,269129.915,8
E10,E32,R-25,"2"" Vert",SB60,0.15,0.5,1.75,666.131,24214,26835,51698,-19371,173807.2605,260607.3004,8
E11,E32,R-25,"2"" Vert",SB60,0.15,0.5,1.75,662.027,24065,26607,51318,-19157,179017.7105,268227.6294,8
E12,E32,R-25,"2"" Vert",SB60,0.15,0.5,1.75,661.976,24067,26533,51248,-16942,180902.2855,270556.1295,8
E10,E30,R-30,"2"" Vert",SB60,0.15,0.5,1.75,658.329,23932,26162,50741,-17459,173350.216,266219.3461,9
E11,E30,R-30,"2"" Vert",SB60,0.15,0.5,1.75,651.757,23700,25880,50228,0,181159.486,277281.9529,9
E12,E30,R-30,"2"" Vert",SB60,0.15,0.5,1.75,648.61,23586,25787,50021,2215,185721.041,283156.2578,9
E10,E31,R-30,"2"" Vert",SB60,0.15,0.5,1.75,659.062,23959,26293,50901,1698,183970.1685,275824.6127,9
E11,E31,R-30,"2"" Vert",SB60,0.15,0.5,1.75,653.802,23773,26021,50442,-13746,190724.2785,285489.6029,9
E12,E31,R-30,"2"" Vert",SB60,0.15,0.5,1.75,650.96,23671,25932,50252,-11532,194953.6535,290923.9175,9
E10,E32,R-30,"2"" Vert",SB60,0.15,0.5,1.75,657.983,23920,26204,50770,-12048,184617.3725,277302.5908,9
E11,E32,R-30,"2"" Vert",SB60,0.15,0.5,1.75,652.481,23726,25925,50299,-11834,191605.9625,287278.1625,9
E12,E32,R-30,"2"" Vert",SB60,0.15,0.5,1.75,649.456,23617,25841,50104,-9619,195933.0375,292841.886,9
E10,E30,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.75,659.65,23984,26416,51048,-10136,172583.369,263505.5705,8
E11,E30,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.75,655.21,23827,26137,50611,-5232,178907.599,272601.1614,9
E12,E30,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.75,652.477,23729,26056,50430,-3017,182961.114,277802.5399,9
E10,E31,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.75,661.321,24044,26569,51263,-3534,182128.6215,271687.3387,8
E11,E31,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.75,657.149,23897,26284,50829,-18978,188394.2315,280705.2843,9
E12,E31,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.75,654.451,23800,26195,50641,-16764,192584.5265,286087.8353,9
E10,E32,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.75,660.308,24008,26473,51129,-17280,182834.4455,273242.9622,8
E11,E32,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.75,655.884,23852,26181,50681,-17066,189373.6155,282623.2528,9
E12,E32,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.75,653.091,23751,26095,50495,-14851,193524.8305,287954.0402,9
E10,E30,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.75,652.935,23746,25788,50182,-15368,182182.001,278596.1901,9
E11,E30,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.75,641.794,23343,25438,49428,2091,194700.411,295896.3075,10
E12,E30,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.75,638.57,23226,25319,49192,4306,199828.626,302521.1843,10
E10,E31,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.75,655.024,23821,25926,50396,3789,191746.7935,286803.8401,9
E11,E31,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.75,643.914,23420,25590,49659,-11655,203933.0235,303663.9672,10
E12,E31,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.75,640.815,23307,25480,49437,-9441,208787.6785,309926.499,10
E10,E32,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.75,653.7,23774,25834,50257,-9957,192550.3175,288488.8725,9
E11,E32,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.75,642.469,23368,25485,49499,-9743,205146.8875,305892.5172,10
E12,E32,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.75,639.385,23256,25376,49279,-7528,209962.4625,312103.2853,10
E10,E30,R-25,"2"" Vert",SB70,0.2,0.5,1.75,670.514,24364,27324,52335,-8045,140523.869,223284.1905,8
E11,E30,R-25,"2"" Vert",SB70,0.2,0.5,1.75,667.248,24247,27076,51971,1680,145421.679,230490.411,8
E12,E30,R-25,"2"" Vert",SB70,0.2,0.5,1.75,666.146,24207,27005,51861,3894,148087.854,233854.1826,8
E10,E31,R-25,"2"" Vert",SB70,0.2,0.5,1.75,671.709,24406,27451,52505,3378,150948.4215,232630.6392,7
E11,E31,R-25,"2"" Vert",SB70,0.2,0.5,1.75,668.584,24295,27211,52155,-12067,155572.6715,239474.5147,8
E12,E31,R-25,"2"" Vert",SB70,0.2,0.5,1.75,667.669,24262,27151,52059,-9852,157965.2865,242475.9412,8
E10,E32,R-25,"2"" Vert",SB70,0.2,0.5,1.75,670.928,24378,27368,52394,-10369,151204.8255,233590.9815,7
E11,E32,R-25,"2"" Vert",SB70,0.2,0.5,1.75,667.737,24264,27122,52034,-10154,156024.4755,240693.6749,8
E12,E32,R-25,"2"" Vert",SB70,0.2,0.5,1.75,666.625,24224,27053,51926,-7939,158651.5705,244005.6829,8
E10,E30,R-30,"2"" Vert",SB70,0.2,0.5,1.75,665.141,24173,26716,51537,-8456,148793.781,236614.8486,8
E11,E30,R-30,"2"" Vert",SB70,0.2,0.5,1.75,661.976,24062,26507,51218,9003,152812.291,242656.3887,8
E12,E30,R-30,"2"" Vert",SB70,0.2,0.5,1.75,659.686,23980,26417,51045,11217,156709.486,247650.7128,8
E10,E31,R-30,"2"" Vert",SB70,0.2,0.5,1.75,666.096,24207,26842,51695,10701,159452.8135,246271.8787,8
E11,E31,R-30,"2"" Vert",SB70,0.2,0.5,1.75,663.013,24097,26623,51368,-4744,163627.6435,252520.4731,8
E12,E31,R-30,"2"" Vert",SB70,0.2,0.5,1.75,661.517,24046,26547,51242,-2529,166606.4585,256298.3533,8
E10,E32,R-30,"2"" Vert",SB70,0.2,0.5,1.75,665.295,24178,26754,51580,-3046,159787.3775,247335.7482,8
E11,E32,R-30,"2"" Vert",SB70,0.2,0.5,1.75,662.464,24079,26550,51278,-2831,163473.7075,252937.2979,8
E12,E32,R-30,"2"" Vert",SB70,0.2,0.5,1.75,660.367,24004,26465,51117,-616,167136.4225,257621.0407,8
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.75,665.447,24186,26980,51814,-1133,148613.134,234677.5266,8
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.75,660.423,24004,26706,51359,3771,155289.084,244238.9897,8
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.75,661.796,24058,26681,51386,5985,155278.279,244056.9564,8
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.75,666.663,24229,27117,51994,5469,158842.2865,243765.1574,8
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.75,662.432,24077,26843,51570,-9976,164912.4965,252524.2851,8
E12,E31,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.75,662.304,24073,26796,51516,-7761,166484.4315,254438.6766,8
E10,E32,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.75,665.886,24202,27029,51878,-8278,159196.3905,244854.9087,8
E11,E32,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.75,661.042,24026,26760,51433,-8063,165676.9405,254157.5539,8
E12,E32,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.75,662.263,24074,26728,51449,-5848,165881.0755,254260.2203,8
E10,E30,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.75,657.904,23915,26346,50908,-6365,158993.366,250803.4177,9
E11,E30,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.75,652.941,23740,26099,50486,11094,165024.496,259510.7818,9
E12,E30,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.75,650.107,23638,26005,50290,13308,169371.111,265100.3871,9
E10,E31,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.75,660.018,23991,26487,51127,12792,168460.4585,258881.6588,8
E11,E31,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.75,654.887,23810,26230,50689,-2653,174804.2285,268003.1315,9
E12,E31,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.75,652.181,23712,26152,50512,-438,178779.5835,273100.9828,9
E10,E32,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.75,658.608,23940,26392,50980,-955,169420.3025,260773.7455,9
E11,E32,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.75,653.644,23766,26144,50558,-740,175451.4325,269481.1096,9
E12,E32,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.75,650.815,23663,26061,50371,1475,179622.1875,274837.7788,9
E10,E30,R-25,"2"" Vert",SB60,0.2,0.5,1.75,670.773,24379,27327,52354,958,149155.204,231795.0315,7
E11,E30,R-25,"2"" Vert",SB60,0.2,0.5,1.75,667.482,24261,27076,51987,-7323,154111.634,239078.8974,8
E12,E30,R-25,"2"" Vert",SB60,0.2,0.5,1.75,666.351,24220,27005,51874,-5108,156836.429,242520.3143,8
E10,E31,R-25,"2"" Vert",SB60,0.2,0.5,1.75,671.948,24420,27457,52524,-5625,159579.7565,241141.4802,7
E11,E31,R-25,"2"" Vert",SB60,0.2,0.5,1.75,668.76,24307,27215,52170,-21069,164282.1665,248088.8829,8
E12,E31,R-25,"2"" Vert",SB60,0.2,0.5,1.75,667.663,24267,27145,52060,-18855,166948.3415,251452.6544,8
E10,E32,R-25,"2"" Vert",SB60,0.2,0.5,1.75,671.155,24392,27371,52410,-19371,159894.7805,242179.4679,7
E11,E32,R-25,"2"" Vert",SB60,0.2,0.5,1.75,667.907,24276,27120,52046,-19157,164792.5905,249385.6884,8
E12,E32,R-25,"2"" Vert",SB60,0.2,0.5,1.75,666.816,24237,27053,51940,-16942,167380.6055,252645.9329,8
E10,E30,R-30,"2"" Vert",SB60,0.2,0.5,1.75,665.349,24186,26716,51550,-17459,157542.356,245280.9803,8
E11,E30,R-30,"2"" Vert",SB60,0.2,0.5,1.75,661.503,24046,26486,51180,0,162557.406,252642.4916,8
E12,E30,R-30,"2"" Vert",SB60,0.2,0.5,1.75,661.074,24034,26402,51084,2215,164950.021,255643.9181,8
E10,E31,R-30,"2"" Vert",SB60,0.2,0.5,1.75,666.378,24223,26838,51711,1698,168142.7685,254860.3651,8
E11,E31,R-30,"2"" Vert",SB60,0.2,0.5,1.75,660.969,24026,26585,51259,-13746,174760.0985,264344.1829,8
E12,E31,R-30,"2"" Vert",SB60,0.2,0.5,1.75,662.579,24088,26546,51280,-11532,174866.5335,264317.4404,8
E10,E32,R-30,"2"" Vert",SB60,0.2,0.5,1.75,665.553,24193,26753,51593,-12048,168535.9525,256001.88,8
E11,E32,R-30,"2"" Vert",SB60,0.2,0.5,1.75,661.284,24038,26493,51179,-11834,174410.7625,264502.1899,8
E12,E32,R-30,"2"" Vert",SB60,0.2,0.5,1.75,661.671,24055,26453,51157,-9619,175357.4175,265588.3642,8
E10,E30,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.75,666.008,24212,26974,51834,-10136,157224.929,243162.4858,8
E11,E30,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.75,661.07,24034,26686,51368,-5232,164115.819,253008.6486,8
E12,E30,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.75,660.934,24028,26630,51308,-3017,165804.994,255078.3308,8
E10,E31,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.75,667.212,24255,27108,52011,-3534,167512.7015,252327.762,8
E11,E31,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.75,663.197,24110,26849,51607,-18978,173192.1115,260569.254,8
E12,E31,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.75,660.81,24023,26768,51440,-16764,176972.0665,265408.2874,8
E10,E32,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.75,666.437,24227,27016,51892,-17280,167925.4255,253495.1587,8
E11,E32,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.75,661.707,24057,26739,51443,-17066,174484.1355,262901.3311,8
E12,E32,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.75,660.861,24025,26669,51342,-14851,176974.4505,266032.1666,8
E10,E30,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.75,659.421,23975,26345,50969,-15368,166804.021,258227.2236,9
E11,E30,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.75,654.893,23815,26069,50532,2091,173128.251,267322.8146,9
E12,E30,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.75,652.14,23716,25981,50345,4306,177299.006,272679.4838,9
E10,E31,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.75,660.956,24030,26495,51174,3789,176544.6735,266667.8098,8
E11,E31,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.75,656.804,23884,26201,50733,-11655,182947.0635,275866.9279,9
E12,E31,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.75,654.12,23787,26124,50560,-9441,186844.2585,280861.2521,9
E10,E32,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.75,659.95,23994,26391,51033,-9957,177387.2775,268404.6058,8
E11,E32,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.75,655.597,23841,26117,50605,-9743,183535.6475,277267.2606,9
E12,E32,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.75,652.803,23740,26030,50418,-7528,187706.4025,282623.9298,9
E10,E30,R-25,"2"" Vert",SB70,0.25,0.5,1.75,674.909,24519,27683,52851,-8045,130441.229,209929.1883,7
E11,E30,R-25,"2"" Vert",SB70,0.25,0.5,1.75,672.398,24430,27516,52594,1680,133248.259,214366.0576,7
E12,E30,R-25,"2"" Vert",SB70,0.25,0.5,1.75,672.284,24426,27545,52619,3894,133276.534,214235.7879,7
E10,E31,R-25,"2"" Vert",SB70,0.25,0.5,1.75,675.795,24550,27768,52967,3378,141920.9415,220673.2535,7
E11,E31,R-25,"2"" Vert",SB70,0.25,0.5,1.75,673.473,24468,27605,52723,-12067,144473.9515,224773.6596,7
E12,E31,R-25,"2"" Vert",SB70,0.25,0.5,1.75,672.908,24448,27573,52669,-9852,146045.8865,226688.0511,7
E10,E32,R-25,"2"" Vert",SB70,0.25,0.5,1.75,675.05,24524,27708,52879,-10369,141727.9255,221038.3148,7
E11,E32,R-25,"2"" Vert",SB70,0.25,0.5,1.75,672.745,24442,27552,52642,-10154,144144.1555,224957.5483,7
E12,E32,R-25,"2"" Vert",SB70,0.25,0.5,1.75,672.198,24423,27504,52575,-7939,145970.1105,227208.4031,7
E10,E30,R-30,"2"" Vert",SB70,0.25,0.5,1.75,670.431,24360,27245,52254,-8456,134783.601,218057.6072,8
E11,E30,R-30,"2"" Vert",SB70,0.25,0.5,1.75,667.002,24238,26996,51882,9003,139837.731,225470.882,8
E12,E30,R-30,"2"" Vert",SB70,0.25,0.5,1.75,665.894,24198,26923,51769,11217,142562.526,228912.299,8
E10,E31,R-30,"2"" Vert",SB70,0.25,0.5,1.75,671.094,24384,27294,52326,10701,147123.0735,229940.4711,8
E11,E31,R-30,"2"" Vert",SB70,0.25,0.5,1.75,668.333,24285,27135,52067,-4744,149969.1835,234429.1039,8
E12,E31,R-30,"2"" Vert",SB70,0.25,0.5,1.75,667.257,24246,27066,51959,-2529,152596.2785,237741.1119,8
E10,E32,R-30,"2"" Vert",SB70,0.25,0.5,1.75,670.856,24375,27290,52313,-3046,145464.5575,228364.3983,8
E11,E32,R-30,"2"" Vert",SB70,0.25,0.5,1.75,667.731,24264,27050,51961,-2831,150127.8875,235260.0374,8
E12,E32,R-30,"2"" Vert",SB70,0.25,0.5,1.75,666.508,24220,26973,51841,-616,152989.4625,238882.6268,8
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.75,670.444,24363,27494,52505,-1133,135110.994,216793.2117,7
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.75,667.533,24259,27260,52166,3771,139520.304,223352.3875,8
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.75,666.429,24220,27191,52058,5985,142147.399,226664.3955,8
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.75,671.08,24386,27529,52560,5469,147782.6465,229116.0659,7
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.75,668.887,24307,27393,52349,-9976,149690.8365,232362.373,7
E12,E31,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.75,667.86,24270,27330,52248,-7761,152181.1515,235493.2085,8
E10,E32,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.75,670.38,24361,27458,52466,-8278,147706.8705,229636.4179,7
E11,E32,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.75,668.014,24276,27304,52227,-8063,150162.1805,233607.415,8
E12,E32,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.75,666.896,24236,27235,52120,-5848,152769.7355,236893.5412,8
E10,E30,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.75,665.196,24177,26895,51719,-6365,143146.426,229813.2883,8
E11,E30,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.75,660.149,23993,26634,51276,11094,149587.896,239064.17,8
E12,E30,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.75,661.391,24042,26598,51289,13308,149850.651,239244.4818,8
E10,E31,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.75,666.423,24220,27038,51907,12792,153219.2585,238693.8649,8
E11,E31,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.75,661.674,24049,26757,51454,-2653,159856.1285,248203.5644,8
E12,E31,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.75,661.617,24047,26712,51406,-438,161310.8235,249962.6652,8
E10,E32,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.75,665.602,24191,26941,51780,-955,153788.3025,240068.3158,8
E11,E32,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.75,660.761,24015,26680,51345,-740,160073.4525,249112.1432,8
E12,E32,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.75,661.737,24054,26649,51350,1475,160492.5275,249499.5093,8
E10,E30,R-25,"2"" Vert",SB60,0.25,0.5,1.75,674.878,24523,27685,52854,958,139385.204,218854.138,7
E11,E30,R-25,"2"" Vert",SB60,0.25,0.5,1.75,672.584,24442,27512,52601,-7323,142114.074,223187.4801,7
E12,E30,R-25,"2"" Vert",SB60,0.25,0.5,1.75,672.396,24435,27539,52622,-5108,142220.509,223160.7376,7
E10,E31,R-25,"2"" Vert",SB60,0.25,0.5,1.75,675.945,24561,27788,52999,-5625,150298.2565,228847.6314,7
E11,E31,R-25,"2"" Vert",SB60,0.25,0.5,1.75,673.629,24479,27612,52739,-21069,153163.9065,233362.146,7
E12,E31,R-25,"2"" Vert",SB60,0.25,0.5,1.75,673.017,24458,27566,52674,-18855,154950.7815,235561.2372,7
E10,E32,R-25,"2"" Vert",SB60,0.25,0.5,1.75,675.232,24536,27713,52898,-19371,150359.2605,229549.1559,7
E11,E32,R-25,"2"" Vert",SB60,0.25,0.5,1.75,673.127,24461,27551,52661,-19157,152775.4905,233468.3894,7
E12,E32,R-25,"2"" Vert",SB60,0.25,0.5,1.75,672.33,24433,27497,52578,-16942,154914.0855,236133.3527,7
E10,E30,R-30,"2"" Vert",SB60,0.25,0.5,1.75,670.589,24372,27250,52270,-17459,143473.556,226646.0936,8
E11,E30,R-30,"2"" Vert",SB60,0.25,0.5,1.75,667.163,24249,26994,51892,0,148644.926,234214.6592,8
E12,E30,R-30,"2"" Vert",SB60,0.25,0.5,1.75,666.301,24218,26931,51797,2215,151018.001,237190.2039,8
E10,E31,R-30,"2"" Vert",SB60,0.25,0.5,1.75,671.723,24412,27376,52436,1698,153976.2685,236096.0695,7
E11,E31,R-30,"2"" Vert",SB60,0.25,0.5,1.75,668.459,24295,27136,52079,-13746,158737.2985,243121.1175,8
E12,E31,R-30,"2"" Vert",SB60,0.25,0.5,1.75,667.362,24256,27067,51970,-11532,161383.9335,246459.0073,8
E10,E32,R-30,"2"" Vert",SB60,0.25,0.5,1.75,670.982,24386,27294,52327,-12048,154193.5925,237004.6483,8
E11,E32,R-30,"2"" Vert",SB60,0.25,0.5,1.75,667.873,24274,27054,51975,-11834,158856.9225,243900.2873,8
E12,E32,R-30,"2"" Vert",SB60,0.25,0.5,1.75,666.777,24235,26979,51863,-9619,161562.1775,247315.8225,8
E10,E30,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.75,670.934,24386,27497,52531,-10136,143605.549,225122.8802,7
E11,E30,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.75,668,24282,27255,52184,-5232,148171.179,231889.1103,8
E12,E30,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.75,666.887,24242,27181,52073,-3017,150856.894,235278.7637,8
E10,E31,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.75,671.561,24409,27523,52581,-3534,156374.9015,237575.1434,7
E11,E31,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.75,669.282,24327,27386,52363,-18978,158419.8715,241002.6229,7
E12,E31,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.75,668.195,24288,27324,52261,-16764,160929.7265,244159.3402,8
E10,E32,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.75,670.894,24385,27454,52488,-17280,156279.5855,238069.6136,7
E11,E32,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.75,668.443,24298,27301,52247,-17066,158773.9755,242092.3742,8
E12,E32,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.75,667.361,24259,27230,52139,-14851,161401.0705,245404.3823,8
E10,E30,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.75,665.675,24200,26887,51735,-15368,151836.381,238401.7747,8
E11,E30,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.75,660.732,24021,26619,51288,2091,158356.011,247756.1836,8
E12,E30,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.75,660.243,24002,26556,51208,4306,160435.986,250343.5015,8
E10,E31,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.75,666.922,24244,27032,51924,3789,161889.6735,247256.4695,8
E11,E31,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.75,662.642,24090,26760,51497,-11655,168018.5035,256093.2426,8
E12,E31,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.75,660.524,24012,26697,51355,-9441,171309.9585,260285.2313,8
E10,E32,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.75,666.091,24214,26934,51797,-9957,162458.7175,248630.9204,8
E11,E32,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.75,661.404,24045,26660,51354,-9743,168900.1875,257881.8021,8
E12,E32,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.75,659.607,23979,26612,51238,-7528,171683.6025,261400.8644,8
E10,E30,R-25,"2"" Vert",SB70,0.1,0.65,1.75,665.994,24218,26530,51397,-8045,158852.389,247561.3068,8
E11,E30,R-25,"2"" Vert",SB70,0.1,0.65,1.75,654.714,23810,26155,50614,3894,171937.459,265611.9961,9
E12,E30,R-25,"2"" Vert",SB70,0.1,0.65,1.75,651.454,23692,26050,50390,3378,176831.194,271926.2914,9
E10,E31,R-25,"2"" Vert",SB70,0.1,0.65,1.75,668.158,24296,26664,51610,-12067,168436.7215,255794.8386,8
E11,E31,R-25,"2"" Vert",SB70,0.1,0.65,1.75,656.885,23888,26299,50836,-9852,181345.9315,273612.5918,9
E12,E31,R-25,"2"" Vert",SB70,0.1,0.65,1.75,653.817,23777,26200,50624,-10369,186005.1865,279616.3057,9
E10,E32,R-25,"2"" Vert",SB70,0.1,0.65,1.75,666.774,24247,26579,51473,-10154,169201.1655,257428.1074,8
E11,E32,R-25,"2"" Vert",SB70,0.1,0.65,1.75,655.472,23837,26202,50687,-7939,182344.8555,275556.4421,9
E12,E32,R-25,"2"" Vert",SB70,0.1,0.65,1.75,652.283,23722,26105,50473,-8456,187043.1905,281611.9195,9
E10,E30,R-30,"2"" Vert",SB70,0.1,0.65,1.75,653.25,23758,25817,50224,9003,174449.801,270597.635,9
E11,E30,R-30,"2"" Vert",SB70,0.1,0.65,1.75,642.714,23377,25478,49502,11217,186342.931,287069.5353,10
E12,E30,R-30,"2"" Vert",SB70,0.1,0.65,1.75,640.068,23281,25377,49306,10701,190689.546,292659.1406,10
E10,E31,R-30,"2"" Vert",SB70,0.1,0.65,1.75,655.151,23827,25951,50426,-4744,184249.0735,279115.8665,9
E11,E31,R-30,"2"" Vert",SB70,0.1,0.65,1.75,644.295,23434,25590,49672,-2529,196767.4835,296415.984,10
E12,E31,R-30,"2"" Vert",SB70,0.1,0.65,1.75,641.569,23335,25485,49468,-3046,201270.4185,302212.6436,10
E10,E32,R-30,"2"" Vert",SB70,0.1,0.65,1.75,653.907,23782,25857,50286,-2831,185072.1375,280826.7807,9
E11,E32,R-30,"2"" Vert",SB70,0.1,0.65,1.75,643.224,23395,25515,49558,-616,197082.5075,297453.9717,10
E12,E32,R-30,"2"" Vert",SB70,0.1,0.65,1.75,640.566,23299,25408,49354,-1133,201585.4425,303250.6313,10
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.75,656.259,23870,26063,50582,3771,172686.414,266563.8882,9
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.75,644.803,23456,25642,49745,5985,186826.644,286012.194,9
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.75,641.987,23354,25521,49522,5469,191700.839,292300.6076,10
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.75,658.441,23949,26217,50811,-9976,181958.1065,274383.3115,9
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.75,646.975,23534,25831,50015,-7761,195297.1965,292770.464,9
E12,E31,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.75,643.805,23419,25663,49731,-8278,201363.3315,300637.6666,9
E10,E32,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.75,656.983,23896,26116,50659,-8063,183015.6505,276404.8071,9
E11,E32,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.75,645.505,23481,25695,49824,-5848,197116.8005,295801.3494,9
E12,E32,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.75,642.55,23374,25560,49581,-6365,202381.7955,302607.3986,10
E10,E30,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1.75,644.568,23447,25450,49546,11094,185606.846,286054.4117,10
E11,E30,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1.75,635.106,23106,25106,48859,13308,196816.076,301620.4494,10
E12,E30,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1.75,632.751,23021,25008,48678,12792,200869.591,306821.8279,10
