Mass Wall,Metal Wall,Roof,SlabEdge,Glass,Infil,LPD,EPD (0 1st$),MWh,kWh $,kW $,Util $,Addl 1st $,40yr LCS,40yr LCS 2%,LEED
E11,E32,R-30,"2"" Vert",SB60,0.25,0.65,1,614.645,22301,26708,49656,-11834,67312.0225,122644.1148,5
E12,E32,R-30,"2"" Vert",SB60,0.25,0.65,1,613.656,22265,26641,49556,-9619,69782.7975,125749.0685,5
E10,E30,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1,619.464,22475,27301,50424,-10136,47918.169,98379.76885,4
E11,E30,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1,615.345,22328,27016,49992,-5232,54144.699,107345.9509,5
E12,E30,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1,614.274,22290,26943,49880,-3017,56849.954,110761.486,5
E10,E31,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1,621.222,22538,27475,50661,-3534,57033.5415,105992.1378,4
E11,E31,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1,617.106,22391,27188,50227,-18978,63299.1515,115010.0834,5
E12,E31,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1,616.007,22351,27108,50108,-16764,66141.1865,118606.7911,5
E10,E32,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1,620.04,22496,27356,50501,-17280,58247.4055,108220.6877,4
E11,E32,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1,615.964,22350,27069,50067,-17066,64513.0155,117238.6333,5
E12,E32,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1,614.825,22309,26993,49949,-14851,67335.5105,120809.4592,5
E10,E30,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1,610.331,22149,26426,49223,-15368,64062.701,122140.7871,5
E11,E30,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1,606.34,22006,26152,48805,2091,70015.671,130744.6241,6
E12,E30,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1,605.337,21971,26081,48700,4306,72584.146,133978.9868,6
E10,E31,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1,611.896,22205,26596,49449,3789,73393.0135,130037.8558,5
E11,E31,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1,608.014,22066,26322,49035,-11655,79267.8235,138538.1656,6
E12,E31,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1,607.043,22031,26240,48922,-9441,81992.6185,141979.5826,6
E10,E32,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1,610.901,22169,26482,49299,-9957,74411.4775,132007.5878,5
E11,E32,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1,606.94,22028,26209,48886,-9743,80266.7475,140482.0159,6
E12,E32,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1,605.926,21992,26135,48776,-7528,82932.9225,143845.7875,6
E10,E30,R-25,"2"" Vert",SB70,0.1,0.5,1.25,609.974,22143,25523,48314,-8045,122605.689,199550.5917,8
E11,E30,R-25,"2"" Vert",SB70,0.1,0.5,1.25,606.327,22013,25203,47864,1680,129183.939,208982.6459,8
E12,E30,R-25,"2"" Vert",SB70,0.1,0.5,1.25,605.293,21976,25114,47737,3894,132182.294,212786.4079,8
E10,E31,R-25,"2"" Vert",SB70,0.1,0.5,1.25,611.429,22195,25695,48538,3378,131975.0815,207499.4239,7
E11,E31,R-25,"2"" Vert",SB70,0.1,0.5,1.25,607.889,22068,25402,48118,-12067,137967.1315,216155.0245,8
E12,E31,R-25,"2"" Vert",SB70,0.1,0.5,1.25,606.976,22036,25321,48004,-9852,140711.4665,219622.3232,8
E10,E32,R-25,"2"" Vert",SB70,0.1,0.5,1.25,610.465,22160,25579,48388,-10369,132993.5455,209469.156,7
E11,E32,R-25,"2"" Vert",SB70,0.1,0.5,1.25,606.904,22033,25276,47958,-10154,139180.9955,218383.5744,8
E12,E32,R-25,"2"" Vert",SB70,0.1,0.5,1.25,605.923,21998,25182,47828,-7939,142237.9705,222264.9817,8
E10,E30,R-30,"2"" Vert",SB70,0.1,0.5,1.25,602.72,21885,24718,47250,-8456,136073.241,219765.8052,8
E11,E30,R-30,"2"" Vert",SB70,0.1,0.5,1.25,599.747,21779,24491,46918,9003,140345.771,226143.8085,9
E12,E30,R-30,"2"" Vert",SB70,0.1,0.5,1.25,599.014,21752,24434,46833,11217,142523.446,228860.5354,9
E10,E31,R-30,"2"" Vert",SB70,0.1,0.5,1.25,604.006,21930,24851,47429,10701,146321.9335,228879.3178,8
E11,E31,R-30,"2"" Vert",SB70,0.1,0.5,1.25,600.907,21820,24624,47092,-4744,150692.1635,235386.73,9
E12,E31,R-30,"2"" Vert",SB70,0.1,0.5,1.25,600.142,21793,24563,47004,-2529,152928.4585,238181.1023,9
E10,E32,R-30,"2"" Vert",SB70,0.1,0.5,1.25,603.138,21899,24756,47304,-3046,146851.8975,230202.0052,8
E11,E32,R-30,"2"" Vert",SB70,0.1,0.5,1.25,600.161,21793,24535,46977,-2831,151026.7275,236450.5996,9
E12,E32,R-30,"2"" Vert",SB70,0.1,0.5,1.25,599.395,21766,24473,46887,-616,153302.1025,239296.7354,9
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,603.249,21906,25033,47586,-1133,134739.734,216301.4577,8
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,600.092,21793,24761,47204,3771,139989.264,223973.5504,8
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,599.189,21761,24692,47101,5985,142518.659,227156.1495,9
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,604.794,21961,25216,47823,5469,143855.1065,223913.8267,8
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,601.209,21833,24900,47379,-9976,150316.1165,233190.5901,8
E12,E31,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,600.355,21802,24826,47275,-7761,152865.0515,236399.071,8
E10,E32,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,603.791,21925,25095,47668,-8278,144971.2705,226012.9677,8
E11,E32,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,600.398,21804,24802,47253,-8063,150865.6205,234539.1593,8
E12,E32,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,599.605,21776,24740,47161,-5848,153180.0755,237437.0587,9
E10,E30,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,597.155,21689,24389,46724,-6365,144260.206,231288.5502,9
E11,E30,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,594.409,21591,24136,46374,11094,148884.456,238132.4257,9
E12,E30,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,594.126,21581,24067,46297,13308,150905.811,240642.0983,9
E10,E31,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,598.245,21727,24510,46885,12792,154860.6185,240867.935,9
E11,E31,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,595.593,21633,24286,46567,-2653,158859.5885,246883.5933,9
E12,E31,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,594.835,21606,24212,46468,-438,161310.8235,249962.6652,9
E10,E32,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,597.494,21701,24425,46774,-955,155117.0225,241828.2773,9
E11,E32,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,595.118,21616,24193,46456,-740,159115.9925,247843.9356,9
E12,E32,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,594.035,21578,24109,46336,1475,161977.5675,251466.5251,9
E10,E30,R-25,"2"" Vert",SB60,0.1,0.5,1.25,610.17,22156,25464,48269,958,132487.584,209717.8671,8
E11,E30,R-25,"2"" Vert",SB60,0.1,0.5,1.25,606.314,22018,25180,47846,-7323,138538.254,218451.1131,8
E12,E30,R-25,"2"" Vert",SB60,0.1,0.5,1.25,605.282,21981,25095,47726,-5108,141399.829,222073.7025,8
E10,E31,R-25,"2"" Vert",SB60,0.1,0.5,1.25,611.627,22207,25615,48471,-5625,142286.8565,218236.0987,7
E11,E31,R-25,"2"" Vert",SB60,0.1,0.5,1.25,607.867,22073,25351,48072,-21069,147868.5665,226348.1817,8
E12,E31,R-25,"2"" Vert",SB60,0.1,0.5,1.25,606.876,22038,25275,47960,-18855,150573.8215,229763.7169,8
E10,E32,R-25,"2"" Vert",SB60,0.1,0.5,1.25,610.678,22174,25514,48337,-19371,142992.6805,219791.7221,8
E11,E32,R-25,"2"" Vert",SB60,0.1,0.5,1.25,606.887,22038,25241,47926,-19157,148808.8705,228214.3866,8
E12,E32,R-25,"2"" Vert",SB60,0.1,0.5,1.25,605.816,22000,25156,47803,-16942,151729.0655,231914.6214,8
E10,E30,R-30,"2"" Vert",SB60,0.1,0.5,1.25,602.947,21898,24725,47272,-17459,144645.956,228199.0009,8
E11,E30,R-30,"2"" Vert",SB60,0.1,0.5,1.25,599.917,21790,24488,46928,0,149152.966,234887.5856,9
E12,E30,R-30,"2"" Vert",SB60,0.1,0.5,1.25,599.152,21763,24431,46842,2215,151350.181,237630.1943,9
E10,E31,R-30,"2"" Vert",SB60,0.1,0.5,1.25,604.294,21946,24858,47452,1698,154875.1085,237286.6317,8
E11,E31,R-30,"2"" Vert",SB60,0.1,0.5,1.25,601.044,21830,24615,47092,-13746,159694.7585,244389.325,9
E12,E31,R-30,"2"" Vert",SB60,0.1,0.5,1.25,600.253,21802,24552,47003,-11532,161950.5935,247209.5791,9
E10,E32,R-30,"2"" Vert",SB60,0.1,0.5,1.25,603.355,21913,24764,47326,-12048,155424.6125,238635.2009,8
E11,E32,R-30,"2"" Vert",SB60,0.1,0.5,1.25,600.327,21805,24530,46982,-11834,159931.6225,245323.7856,9
E12,E32,R-30,"2"" Vert",SB60,0.1,0.5,1.25,599.532,21777,24468,46893,-9619,162187.4575,248144.0397,9
E10,E30,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,604.021,21939,25050,47635,-10136,142784.869,224035.8452,8
E11,E30,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,600.46,21812,24767,47229,-5232,148503.359,232329.1007,8
E12,E30,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,599.64,21783,24702,47133,-3017,150895.974,235330.5273,9
E10,E31,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,605.546,21993,25222,47862,-3534,152095.6415,231907.032,8
E11,E31,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,601.708,21856,24915,47419,-18978,158537.1115,241157.9137,8
E12,E31,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,601.16,21837,24848,47333,-16764,160734.3265,243900.5224,8
E10,E32,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,604.553,21958,25105,47711,-17280,153133.6455,233902.6458,8
E11,E32,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,600.851,21826,24814,47288,-17066,159184.3155,242635.8918,8
E12,E32,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,600.026,21796,24748,47192,-14851,161576.9305,245637.3183,8
E10,E30,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,597.79,21717,24387,46752,-15368,152715.681,239566.4552,9
E11,E30,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,595.275,21628,24141,46416,2091,157066.371,246047.9856,9
E12,E30,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,594.093,21586,24047,46282,4306,160201.506,250032.9201,9
E10,E31,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,599.121,21765,24522,46935,3789,162886.2135,248576.4406,9
E11,E31,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,596.038,21655,24278,46580,-11655,167608.1635,255549.725,9
E12,E31,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,595.233,21626,24204,46477,-9441,170137.5585,258732.3241,9
E10,E32,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,598.204,21732,24427,46809,-9957,163435.7175,249925.0098,9
E11,E32,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,595.272,21628,24181,46455,-9743,168138.1275,256872.4124,9
E12,E32,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,594.481,21599,24098,46346,-7528,170784.7625,260210.3022,9
E10,E30,R-25,"2"" Vert",SB70,0.15,0.5,1.25,617.599,22415,26216,49280,-8045,103730.049,174548.7854,7
E11,E30,R-25,"2"" Vert",SB70,0.15,0.5,1.25,614.04,22287,26022,48958,1680,107807.179,180667.9708,7
E12,E30,R-25,"2"" Vert",SB70,0.15,0.5,1.25,613,22250,25940,48837,3894,110688.294,184316.4421,7
E10,E31,R-25,"2"" Vert",SB70,0.15,0.5,1.25,619.242,22473,26388,49509,3378,113001.7415,182368.2087,7
E11,E31,R-25,"2"" Vert",SB70,0.15,0.5,1.25,615.765,22349,26204,49201,-12067,116805.3115,188125.0491,7
E12,E31,R-25,"2"" Vert",SB70,0.15,0.5,1.25,614.69,22310,26123,49083,-9852,119627.8065,191695.875,7
E10,E32,R-25,"2"" Vert",SB70,0.15,0.5,1.25,618.151,22434,26274,49357,-10369,114059.2855,184389.7043,7
E11,E32,R-25,"2"" Vert",SB70,0.15,0.5,1.25,614.631,22308,26086,49042,-10154,117999.6355,190327.7172,7
E12,E32,R-25,"2"" Vert",SB70,0.15,0.5,1.25,613.565,22270,26000,48919,-7939,120919.8305,194027.952,7
E10,E30,R-30,"2"" Vert",SB70,0.15,0.5,1.25,609.696,22133,25413,48193,-8456,117647.021,195359.28,8
E11,E30,R-30,"2"" Vert",SB70,0.15,0.5,1.25,605.911,21997,25087,47732,9003,124440.211,205076.0338,8
E12,E30,R-30,"2"" Vert",SB70,0.15,0.5,1.25,604.914,21962,24998,47609,11217,127360.406,208776.2686,8
E10,E31,R-30,"2"" Vert",SB70,0.15,0.5,1.25,611.182,22185,25595,48428,10701,126801.4735,203023.4125,7
E11,E31,R-30,"2"" Vert",SB70,0.15,0.5,1.25,607.565,22056,25293,47997,-4744,133008.4635,211963.7127,8
E12,E31,R-30,"2"" Vert",SB70,0.15,0.5,1.25,606.595,22022,25206,47877,-2529,135870.0385,215586.3022,8
E10,E32,R-30,"2"" Vert",SB70,0.15,0.5,1.25,610.235,22152,25471,48271,-3046,127956.7175,205174.3171,8
E11,E32,R-30,"2"" Vert",SB70,0.15,0.5,1.25,606.478,22018,25153,47819,-2831,134574.0475,214658.1348,8
E12,E32,R-30,"2"" Vert",SB70,0.15,0.5,1.25,605.497,21983,25066,47695,-616,137513.7825,218384.2514,8
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,610.511,22164,25792,48603,-1133,114867.554,189979.6803,7
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,606.49,22020,25455,48125,3771,121992.924,200136.4245,8
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,605.521,21986,25379,48013,5985,124698.179,203551.9596,8
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,612.158,22223,25970,48839,5469,124002.4665,197617.931,7
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,608.168,22080,25649,48379,-9976,130776.1165,207308.8031,8
E12,E31,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,607.106,22042,25567,48256,-7761,133696.3115,211009.0379,8
E10,E32,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,611.052,22183,25848,48680,-8278,125196.7905,199820.5991,7
E11,E32,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,607.078,22041,25525,48214,-8063,132087.6805,209666.7619,8
E12,E32,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,606.075,22005,25439,48093,-5848,134968.7955,213315.2332,8
E10,E30,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,602.814,21890,24918,47456,-6365,129956.926,212343.082,8
E11,E30,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,599.701,21779,24664,47091,11094,134874.276,219575.1843,9
E12,E30,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,598.9,21750,24597,46995,13308,137266.891,222576.6109,9
E10,E31,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,604.397,21946,25098,47692,12792,139091.8385,219981.3328,8
E11,E31,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,600.837,21819,24793,47260,-2653,145318.3685,228947.5148,8
E12,E31,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,600.049,21791,24730,47168,-438,147632.8235,231845.4142,9
E10,E32,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,603.363,21909,24981,47537,-955,140208.0025,222080.4738,8
E11,E32,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,600.221,21797,24709,47154,-740,145477.0725,229778.4482,9
E12,E32,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,599.318,21765,24643,47056,1475,147908.7675,232831.6384,9
E10,E30,R-25,"2"" Vert",SB60,0.15,0.5,1.25,617.712,22424,26090,49163,958,115018.824,186579.5495,7
E11,E30,R-25,"2"" Vert",SB60,0.15,0.5,1.25,613.935,22289,25891,48827,-7323,119369.514,193061.0799,7
E12,E30,R-25,"2"" Vert",SB60,0.15,0.5,1.25,612.86,22250,25812,48711,-5108,122152.929,196580.1422,7
E10,E31,R-25,"2"" Vert",SB60,0.15,0.5,1.25,619.288,22481,26245,49374,-5625,124642.2365,194864.8449,7
E11,E31,R-25,"2"" Vert",SB60,0.15,0.5,1.25,615.611,22349,26070,49066,-21069,128445.8065,200621.6853,7
E12,E31,R-25,"2"" Vert",SB60,0.15,0.5,1.25,614.508,22309,25983,48939,-18855,131444.1615,204425.4473,7
E10,E32,R-25,"2"" Vert",SB60,0.15,0.5,1.25,618.296,22445,26145,49237,-19371,125406.6805,196498.1137,7
E11,E32,R-25,"2"" Vert",SB60,0.15,0.5,1.25,614.524,22310,25950,48907,-19157,129640.1305,202824.3535,7
E12,E32,R-25,"2"" Vert",SB60,0.15,0.5,1.25,613.373,22269,25865,48782,-16942,132599.4055,206576.3519,7
E10,E30,R-30,"2"" Vert",SB60,0.15,0.5,1.25,609.925,22146,25366,48162,-17459,127255.356,205164.2104,8
E11,E30,R-30,"2"" Vert",SB60,0.15,0.5,1.25,606.007,22007,25066,47721,0,133657.746,214363.3285,8
E12,E30,R-30,"2"" Vert",SB60,0.15,0.5,1.25,604.969,21970,24981,47599,2215,136558.401,218037.6815,8
E10,E31,R-30,"2"" Vert",SB60,0.15,0.5,1.25,611.309,22196,25516,48362,1698,137093.7085,213734.2054,8
E11,E31,R-30,"2"" Vert",SB60,0.15,0.5,1.25,607.659,22065,25242,47956,-13746,142812.1985,222027.461,8
E12,E31,R-30,"2"" Vert",SB60,0.15,0.5,1.25,606.639,22029,25162,47838,-11532,145634.6935,225598.2869,8
E10,E32,R-30,"2"" Vert",SB60,0.15,0.5,1.25,610.415,22164,25420,48231,-12048,137740.9125,215212.1836,8
E11,E32,R-30,"2"" Vert",SB60,0.15,0.5,1.25,606.577,22027,25126,47801,-11834,143928.3625,224126.602,8
E12,E32,R-30,"2"" Vert",SB60,0.15,0.5,1.25,605.564,21991,25039,47680,-9619,146809.4775,227775.0732,8
E10,E30,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,611.059,22189,25718,48555,-10136,124808.069,200224.601,7
E11,E30,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,606.827,22038,25426,48112,-5232,131249.539,209475.4827,8
E12,E30,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,605.867,22004,25356,48008,-3017,133798.474,212683.9636,8
E10,E31,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,612.578,22243,25880,48770,-3534,134353.3215,208406.3693,7
E11,E31,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,608.467,22096,25594,48338,-18978,140579.8515,217372.5513,8
E12,E31,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,607.325,22056,25517,48221,-16764,143382.8065,220917.4954,8
E10,E32,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,611.562,22207,25769,48624,-17280,135293.6255,210272.5742,7
E11,E32,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,607.401,22058,25483,48190,-17066,141559.2355,219290.5198,8
E12,E32,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,606.373,22022,25410,48078,-14851,144264.4905,222706.055,8
E10,E30,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,603.484,21919,24936,47504,-15368,138021.601,220103.3513,8
E11,E30,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,600.227,21803,24678,47130,2091,143114.811,227568.3896,9
E12,E30,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,599.373,21773,24607,47026,4306,145663.746,230776.8705,9
E10,E31,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,605.012,21974,25114,47735,3789,147254.2135,227871.0109,8
E11,E31,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,601.372,21844,24811,47303,-11655,153480.7435,236837.193,8
E12,E31,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,600.562,21815,24744,47208,-9441,155853.8185,239812.7377,8
E10,E32,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,604.039,21939,24994,47584,-9957,148292.2175,229866.6248,8
E11,E32,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,600.603,21817,24721,47186,-9743,153854.3875,237952.8261,8
E12,E32,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,599.81,21788,24657,47093,-7528,156188.3825,240876.6073,9
E10,E30,R-25,"2"" Vert",SB70,0.2,0.5,1.25,626.138,22719,26955,50322,-8045,83369.369,147579.9633,6
E11,E30,R-25,"2"" Vert",SB70,0.2,0.5,1.25,622.202,22578,26691,49917,1680,89068.319,155847.337,6
E12,E30,R-25,"2"" Vert",SB70,0.2,0.5,1.25,621.107,22539,26622,49809,3894,91695.414,159159.345,6
E10,E31,R-25,"2"" Vert",SB70,0.2,0.5,1.25,627.784,22778,27123,50549,3378,92680.1415,155451.1501,6
E11,E31,R-25,"2"" Vert",SB70,0.2,0.5,1.25,623.852,22637,26850,50137,-12067,98515.8715,163899.6964,6
E12,E31,R-25,"2"" Vert",SB70,0.2,0.5,1.25,622.748,22598,26774,50020,-9852,101318.8265,167444.6405,6
E10,E32,R-25,"2"" Vert",SB70,0.2,0.5,1.25,626.586,22735,27000,50383,-10369,94011.2455,157834.9907,6
E11,E32,R-25,"2"" Vert",SB70,0.2,0.5,1.25,622.744,22598,26740,49987,-10154,99534.3355,165869.4284,6
E12,E32,R-25,"2"" Vert",SB70,0.2,0.5,1.25,621.709,22561,26670,49881,-7939,102122.3505,169129.6729,6
E10,E30,R-30,"2"" Vert",SB70,0.2,0.5,1.25,616.948,22391,26086,49125,-8456,99435.741,171237.4544,7
E11,E30,R-30,"2"" Vert",SB70,0.2,0.5,1.25,613.39,22263,25881,48793,9003,103708.271,177615.4577,7
E12,E30,R-30,"2"" Vert",SB70,0.2,0.5,1.25,612.302,22224,25794,48666,11217,106706.626,181419.2197,7
E10,E31,R-30,"2"" Vert",SB70,0.2,0.5,1.25,618.547,22448,26255,49350,10701,108785.5935,179160.4048,7
E11,E31,R-30,"2"" Vert",SB70,0.2,0.5,1.25,615.115,22325,26068,49041,-4744,112608.7035,184943.127,7
E12,E31,R-30,"2"" Vert",SB70,0.2,0.5,1.25,614.085,22288,25986,48923,-2529,115431.1985,188513.9529,7
E10,E32,R-30,"2"" Vert",SB70,0.2,0.5,1.25,617.508,22411,26143,49202,-3046,109764.9775,181078.3733,7
E11,E32,R-30,"2"" Vert",SB70,0.2,0.5,1.25,614.008,22285,25949,48881,-2831,113822.5675,187171.6769,7
E12,E32,R-30,"2"" Vert",SB70,0.2,0.5,1.25,612.908,22246,25858,48752,-616,116860.0025,191027.2025,7
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,618.378,22445,26471,49564,-1133,96089.614,165107.2829,7
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,614.395,22302,26185,49136,3771,102237.984,173969.9377,7
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,613.943,22286,26217,49151,5985,102461.659,174098.4859,7
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,620.04,22504,26633,49787,5469,105478.5465,173081.9968,6
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,615.999,22359,26349,49356,-9976,111685.5365,182022.2971,7
E12,E31,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,614.956,22322,26278,49248,-7761,114312.6315,185334.3051,7
E10,E32,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,618.935,22465,26523,49636,-8278,106516.5505,175077.6107,6
E11,E32,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,614.968,22322,26244,49213,-8063,112567.2205,183810.8566,7
E12,E32,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,613.91,22285,26166,49098,-5848,115331.0955,187304.0371,7
E10,E30,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,609.87,22141,25656,48443,-6365,110670.946,186797.7582,7
E11,E30,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,606.189,22009,25353,48012,11094,116877.936,195738.0584,8
E12,E30,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,605.254,21976,25275,47898,13308,119622.271,199205.3572,8
E10,E31,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,611.527,22200,25845,48693,12792,119532.2985,194073.6639,7
E11,E31,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,607.649,22061,25530,48240,-2653,126169.1685,203583.3635,8
E12,E31,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,606.771,22030,25458,48135,-438,128737.6435,206817.7261,8
E10,E32,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,610.464,22162,25716,48528,-955,120843.8625,196431.6228,7
E11,E32,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,606.724,22028,25412,48089,-740,127207.1725,205578.9773,8
E12,E32,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,605.782,21995,25335,47978,1475,129892.8875,208968.6307,8
E10,E30,R-25,"2"" Vert",SB60,0.2,0.5,1.25,626.003,22720,26800,50170,958,95342.044,160516.5899,6
E11,E30,R-25,"2"" Vert",SB60,0.2,0.5,1.25,621.933,22574,26543,49766,-7323,101021.454,168758.0819,6
E12,E30,R-25,"2"" Vert",SB60,0.2,0.5,1.25,620.849,22535,26469,49653,-5108,103746.249,172199.4988,6
E10,E31,R-25,"2"" Vert",SB60,0.2,0.5,1.25,627.671,22779,26973,50400,-5625,104594.1965,168310.1314,6
E11,E31,R-25,"2"" Vert",SB60,0.2,0.5,1.25,623.532,22631,26701,49980,-21069,110586.2465,176965.7319,6
E12,E31,R-25,"2"" Vert",SB60,0.2,0.5,1.25,622.407,22591,26621,49860,-18855,113447.8215,180588.3214,6
E10,E32,R-25,"2"" Vert",SB60,0.2,0.5,1.25,626.507,22738,26851,50237,-19371,105866.6805,170616.3267,6
E11,E32,R-25,"2"" Vert",SB60,0.2,0.5,1.25,622.483,22594,26589,49831,-19157,111585.1705,178909.5822,6
