Mass Wall,Metal Wall,Roof,SlabEdge,Glass,Infil,LPD,EPD (0 1st$),EUI,Util $,Addl 1st $,40yr LCS,LEED
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.2,0.65,1.25,82.09,49984,5469,101629.1665,6
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.2,0.65,1.25,81.72,49717,-9976,104631.5965,6
E12,E31,R-25,"2"" Vert+Horiz",SB70,0.2,0.65,1.25,81.60,49607,-7761,107297.7715,6
E10,E32,R-25,"2"" Vert+Horiz",SB70,0.2,0.65,1.25,81.97,49840,-8278,102530.3905,6
E11,E32,R-25,"2"" Vert+Horiz",SB70,0.2,0.65,1.25,81.59,49571,-8063,105571.9005,7
E12,E32,R-25,"2"" Vert+Horiz",SB70,0.2,0.65,1.25,81.48,49473,-5848,108003.5955,7
E10,E30,R-30,"2"" Vert+Horiz",SB70,0.2,0.65,1.25,81.11,48951,-6365,100744.626,7
E11,E30,R-30,"2"" Vert+Horiz",SB70,0.2,0.65,1.25,80.70,48576,11094,105857.376,7
E12,E30,R-30,"2"" Vert+Horiz",SB70,0.2,0.65,1.25,80.59,48485,13308,108152.291,7
E10,E31,R-30,"2"" Vert+Horiz",SB70,0.2,0.65,1.25,81.29,49145,12792,110700.2185,7
E11,E31,R-30,"2"" Vert+Horiz",SB70,0.2,0.65,1.25,80.87,48765,-2653,115910.6685,7
E12,E31,R-30,"2"" Vert+Horiz",SB70,0.2,0.65,1.25,80.77,48667,-438,118342.3635,7
E10,E32,R-30,"2"" Vert+Horiz",SB70,0.2,0.65,1.25,81.17,49013,-955,111366.9625,7
E11,E32,R-30,"2"" Vert+Horiz",SB70,0.2,0.65,1.25,80.76,48640,-740,116440.6325,7
E12,E32,R-30,"2"" Vert+Horiz",SB70,0.2,0.65,1.25,80.66,48547,1475,118774.6275,7
E10,E30,R-25,"2"" Vert",SB60,0.2,0.65,1.25,82.84,50447,958,89929.464,6
E11,E30,R-25,"2"" Vert",SB60,0.2,0.65,1.25,82.34,50051,-7323,95452.554,6
E12,E30,R-25,"2"" Vert",SB60,0.2,0.65,1.25,82.20,49941,-5108,98118.729,6
E10,E31,R-25,"2"" Vert",SB60,0.2,0.65,1.25,83.04,50641,-5625,99885.0565,6
E11,E31,R-25,"2"" Vert",SB60,0.2,0.65,1.25,82.54,50253,-21069,105251.8265,6
E12,E31,R-25,"2"" Vert",SB60,0.2,0.65,1.25,82.40,50141,-18855,107957.0815,6
E10,E32,R-25,"2"" Vert",SB60,0.2,0.65,1.25,82.91,50510,-19371,100532.2605,6
E11,E32,R-25,"2"" Vert",SB60,0.2,0.65,1.25,82.40,50115,-19157,106035.8105,6
E12,E32,R-25,"2"" Vert",SB60,0.2,0.65,1.25,82.27,50010,-16942,108604.2855,6
E10,E30,R-30,"2"" Vert",SB60,0.2,0.65,1.25,81.94,49595,-17459,99254.536,7
E11,E30,R-30,"2"" Vert",SB60,0.2,0.65,1.25,81.48,49194,0,104875.326,7
E12,E30,R-30,"2"" Vert",SB60,0.2,0.65,1.25,81.37,49094,2215,107346.101,7
E10,E31,R-30,"2"" Vert",SB60,0.2,0.65,1.25,82.07,49697,1698,111007.8085,6
E11,E31,R-30,"2"" Vert",SB60,0.2,0.65,1.25,81.68,49402,-13746,114557.3585,7
E12,E31,R-30,"2"" Vert",SB60,0.2,0.65,1.25,81.56,49293,-11532,117203.9935,7
E10,E32,R-30,"2"" Vert",SB60,0.2,0.65,1.25,82.02,49670,-12048,109622.8525,6
E11,E32,R-30,"2"" Vert",SB60,0.2,0.65,1.25,81.54,49258,-11834,115458.5825,7
E12,E32,R-30,"2"" Vert",SB60,0.2,0.65,1.25,81.43,49155,-9619,117987.9775,7
E10,E30,R-25,"2"" Vert+Horiz",SB60,0.2,0.65,1.25,81.94,49784,-10136,100793.409,6
E11,E30,R-25,"2"" Vert+Horiz",SB60,0.2,0.65,1.25,81.55,49528,-5232,103580.899,7
E12,E30,R-25,"2"" Vert+Horiz",SB60,0.2,0.65,1.25,81.44,49432,-3017,105973.514,7
E10,E31,R-25,"2"" Vert+Horiz",SB60,0.2,0.65,1.25,82.14,49983,-3534,110651.3015,6
E11,E31,R-25,"2"" Vert+Horiz",SB60,0.2,0.65,1.25,81.75,49730,-18978,113380.1715,6
E12,E31,R-25,"2"" Vert+Horiz",SB60,0.2,0.65,1.25,81.63,49632,-16764,115811.8665,6
E10,E32,R-25,"2"" Vert+Horiz",SB60,0.2,0.65,1.25,82.01,49853,-17280,111278.9655,6
E11,E32,R-25,"2"" Vert+Horiz",SB60,0.2,0.65,1.25,81.62,49594,-17066,114125.0755,7
E12,E32,R-25,"2"" Vert+Horiz",SB60,0.2,0.65,1.25,81.50,49498,-14851,116517.6905,7
E10,E30,R-30,"2"" Vert+Horiz",SB60,0.2,0.65,1.25,81.15,48989,-15368,109004.701,7
E11,E30,R-30,"2"" Vert+Horiz",SB60,0.2,0.65,1.25,80.74,48609,2091,114215.151,7
E12,E30,R-30,"2"" Vert+Horiz",SB60,0.2,0.65,1.25,80.64,48510,4306,116666.386,7
E10,E31,R-30,"2"" Vert+Horiz",SB60,0.2,0.65,1.25,81.33,49184,3789,118940.7535,7
E11,E31,R-30,"2"" Vert+Horiz",SB60,0.2,0.65,1.25,80.90,48796,-11655,124307.5235,7
E12,E31,R-30,"2"" Vert+Horiz",SB60,0.2,0.65,1.25,80.80,48697,-9441,126758.7585,7
E10,E32,R-30,"2"" Vert+Horiz",SB60,0.2,0.65,1.25,81.21,49049,-9957,119666.1175,7
E11,E32,R-30,"2"" Vert+Horiz",SB60,0.2,0.65,1.25,80.80,48671,-9743,124837.4875,7
E12,E32,R-30,"2"" Vert+Horiz",SB60,0.2,0.65,1.25,80.69,48573,-7528,127269.1825,7
E10,E30,R-25,"2"" Vert",SB70,0.25,0.65,1.25,83.88,51544,-8045,59491.489,5
E11,E30,R-25,"2"" Vert",SB70,0.25,0.65,1.25,83.39,51140,1680,65170.899,5
E12,E30,R-25,"2"" Vert",SB70,0.25,0.65,1.25,83.26,51030,3894,67837.074,5
E10,E31,R-25,"2"" Vert",SB70,0.25,0.65,1.25,84.09,51748,3378,69251.6815,5
E11,E31,R-25,"2"" Vert",SB70,0.25,0.65,1.25,83.59,51351,-12067,74794.3115,5
E12,E31,R-25,"2"" Vert",SB70,0.25,0.65,1.25,83.46,51247,-9852,77343.2465,5
E10,E32,R-25,"2"" Vert",SB70,0.25,0.65,1.25,83.95,51612,-10369,69996.5855,5
E11,E32,R-25,"2"" Vert",SB70,0.25,0.65,1.25,83.46,51211,-10154,75617.3755,5
E12,E32,R-25,"2"" Vert",SB70,0.25,0.65,1.25,83.33,51101,-7939,78283.5505,5
E10,E30,R-30,"2"" Vert",SB70,0.25,0.65,1.25,82.77,50394,-8456,74639.481,6
E11,E30,R-30,"2"" Vert",SB70,0.25,0.65,1.25,82.28,49974,9003,80631.531,6
E12,E30,R-30,"2"" Vert",SB70,0.25,0.65,1.25,82.16,49874,11217,83102.306,6
E10,E31,R-30,"2"" Vert",SB70,0.25,0.65,1.25,82.97,50613,10701,84106.5735,6
E11,E31,R-30,"2"" Vert",SB70,0.25,0.65,1.25,82.48,50193,-4744,90098.6235,6
E12,E31,R-30,"2"" Vert",SB70,0.25,0.65,1.25,82.35,50078,-2529,92862.4985,6
E10,E32,R-30,"2"" Vert",SB70,0.25,0.65,1.25,82.84,50470,-3046,84988.2575,6
E11,E32,R-30,"2"" Vert",SB70,0.25,0.65,1.25,82.34,50042,-2831,91136.6275,6
E12,E32,R-30,"2"" Vert",SB70,0.25,0.65,1.25,82.23,49944,-616,93568.3225,6
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.25,0.65,1.25,82.90,50778,-1133,72368.054,6
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.25,0.65,1.25,82.42,50381,3771,77910.684,6
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.25,0.65,1.25,82.30,50281,5985,80381.459,6
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.25,0.65,1.25,83.10,50993,5469,81913.3065,5
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.25,0.65,1.25,82.62,50595,-9976,87475.4765,6
E12,E31,R-25,"2"" Vert+Horiz",SB70,0.25,0.65,1.25,82.49,50489,-7761,90063.4915,6
E10,E32,R-25,"2"" Vert+Horiz",SB70,0.25,0.65,1.25,82.97,50847,-8278,82853.6105,5
E11,E32,R-25,"2"" Vert+Horiz",SB70,0.25,0.65,1.25,82.49,50452,-8063,88357.1605,6
E12,E32,R-25,"2"" Vert+Horiz",SB70,0.25,0.65,1.25,82.37,50348,-5848,90906.0955,6
E10,E30,R-30,"2"" Vert+Horiz",SB70,0.25,0.65,1.25,81.86,49658,-6365,86929.846,6
E11,E30,R-30,"2"" Vert+Horiz",SB70,0.25,0.65,1.25,81.50,49404,11094,89678.256,7
E12,E30,R-30,"2"" Vert+Horiz",SB70,0.25,0.65,1.25,81.39,49305,13308,92129.491,7
E10,E31,R-30,"2"" Vert+Horiz",SB70,0.25,0.65,1.25,82.03,49845,12792,97022.2185,6
E11,E31,R-30,"2"" Vert+Horiz",SB70,0.25,0.65,1.25,81.63,49501,-2653,101529.2285,7
E12,E31,R-30,"2"" Vert+Horiz",SB70,0.25,0.65,1.25,81.59,49527,-438,101537.9635,7
E10,E32,R-30,"2"" Vert+Horiz",SB70,0.25,0.65,1.25,81.91,49717,-955,97610.8025,6
E11,E32,R-30,"2"" Vert+Horiz",SB70,0.25,0.65,1.25,81.57,49482,-740,99987.9525,7
E12,E32,R-30,"2"" Vert+Horiz",SB70,0.25,0.65,1.25,81.45,49370,1475,102693.2075,7
E10,E30,R-25,"2"" Vert",SB60,0.25,0.65,1.25,83.86,51388,958,71542.324,5
E11,E30,R-25,"2"" Vert",SB60,0.25,0.65,1.25,83.36,50988,-7323,77143.574,5
E12,E30,R-25,"2"" Vert",SB60,0.25,0.65,1.25,83.22,50875,-5108,79868.369,5
E10,E31,R-25,"2"" Vert",SB60,0.25,0.65,1.25,84.06,51597,-5625,81204.8165,5
E11,E31,R-25,"2"" Vert",SB60,0.25,0.65,1.25,83.56,51203,-21069,86688.8265,5
E12,E31,R-25,"2"" Vert",SB60,0.25,0.65,1.25,83.42,51094,-18855,89335.4615,5
E10,E32,R-25,"2"" Vert",SB60,0.25,0.65,1.25,83.93,51458,-19371,82008.3405,5
E11,E32,R-25,"2"" Vert",SB60,0.25,0.65,1.25,83.42,51059,-19157,87590.0505,5
E12,E32,R-25,"2"" Vert",SB60,0.25,0.65,1.25,83.29,50947,-16942,90295.3055,5
E10,E30,R-30,"2"" Vert",SB60,0.25,0.65,1.25,82.75,50293,-17459,85615.616,6
E11,E30,R-30,"2"" Vert",SB60,0.25,0.65,1.25,82.26,49914,0,90806.526,6
E12,E30,R-30,"2"" Vert",SB60,0.25,0.65,1.25,82.14,49821,2215,93140.521,6
E10,E31,R-30,"2"" Vert",SB60,0.25,0.65,1.25,82.95,50490,1698,95512.5885,6
E11,E31,R-30,"2"" Vert",SB60,0.25,0.65,1.25,82.45,50100,-13746,100918.4385,6
E12,E31,R-30,"2"" Vert",SB60,0.25,0.65,1.25,82.32,49997,-11532,103447.8335,6
E10,E32,R-30,"2"" Vert",SB60,0.25,0.65,1.25,82.82,50362,-12048,96101.1725,6
E11,E32,R-30,"2"" Vert",SB60,0.25,0.65,1.25,82.32,49971,-11834,101526.5625,6
E12,E32,R-30,"2"" Vert",SB60,0.25,0.65,1.25,82.21,49884,-9619,103743.3175,6
E10,E30,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1.25,82.94,50700,-10136,82894.769,6
E11,E30,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1.25,82.45,50317,-5232,88163.839,6
E12,E30,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1.25,82.32,50220,-3017,90575.994,6
E10,E31,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1.25,83.13,50900,-3534,92733.1215,5
E11,E31,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1.25,82.65,50516,-18978,98021.7315,6
E12,E31,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1.25,82.52,50413,-16764,100551.1265,6
E10,E32,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1.25,83.01,50763,-17280,93497.5655,6
E11,E32,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1.25,82.53,50385,-17066,98668.9355,6
E12,E32,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1.25,82.39,50283,-14851,101178.7905,6
E10,E30,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1.25,81.89,49680,-15368,95502.561,6
E11,E30,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1.25,81.52,49434,2091,98094.651,7
E12,E30,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1.25,81.41,49329,4306,100663.126,7
E10,E31,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1.25,82.07,49853,3789,105868.4935,6
E11,E31,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1.25,81.65,49532,-11655,109926.0835,7
E12,E31,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1.25,81.60,49547,-9441,110149.7585,7
E10,E32,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1.25,81.95,49737,-9957,106222.5975,6
E11,E32,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1.25,81.59,49509,-9743,108462.9675,7
E12,E32,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1.25,81.47,49399,-7528,111129.1425,7
E10,E30,R-25,"2"" Vert",SB70,0.1,0.5,1.5,82.62,49412,-8045,101150.769,7
E11,E30,R-25,"2"" Vert",SB70,0.1,0.5,1.5,82.38,49137,1680,152534.239,8
E12,E30,R-25,"2"" Vert",SB70,0.1,0.5,1.5,82.20,49013,3894,155473.974,9
E10,E31,R-25,"2"" Vert",SB70,0.1,0.5,1.5,82.76,49578,3378,159878.2015,8
E11,E31,R-25,"2"" Vert",SB70,0.1,0.5,1.5,82.45,49272,-12067,163642.6915,8
E12,E31,R-25,"2"" Vert",SB70,0.1,0.5,1.5,82.37,49196,-9852,165644.5065,8
E10,E32,R-25,"2"" Vert",SB70,0.1,0.5,1.5,82.66,49464,-10369,160193.2255,8
E11,E32,R-25,"2"" Vert",SB70,0.1,0.5,1.5,82.36,49163,-10154,163860.0155,8
E12,E32,R-25,"2"" Vert",SB70,0.1,0.5,1.5,82.31,49096,-7939,165685.9705,9
E10,E30,R-30,"2"" Vert",SB70,0.1,0.5,1.5,82.01,48666,-8456,156629.321,9
E11,E30,R-30,"2"" Vert",SB70,0.1,0.5,1.5,81.66,48331,9003,160960.471,9
E12,E30,R-30,"2"" Vert",SB70,0.1,0.5,1.5,81.33,48148,11217,165053.066,9
E10,E31,R-30,"2"" Vert",SB70,0.1,0.5,1.5,82.19,48877,10701,166252.7335,9
E11,E31,R-30,"2"" Vert",SB70,0.1,0.5,1.5,81.75,48473,-4744,171932.1435,9
E12,E31,R-30,"2"" Vert",SB70,0.1,0.5,1.5,81.60,48372,-2529,174422.4585,9
E10,E32,R-30,"2"" Vert",SB70,0.1,0.5,1.5,82.10,48745,-3046,166919.4775,9
E11,E32,R-30,"2"" Vert",SB70,0.1,0.5,1.5,81.73,48393,-2831,171582.8075,9
E12,E32,R-30,"2"" Vert",SB70,0.1,0.5,1.5,81.42,48222,-616,175440.9225,9
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.5,82.04,48942,-1133,156468.214,9
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.5,81.48,48501,3771,162870.604,9
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.5,81.66,48525,5985,162918.419,9
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.5,82.15,49091,5469,167303.1065,9
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.5,81.73,48732,-9976,172103.2165,9
E12,E31,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.5,81.62,48610,-7761,175003.8715,9
E10,E32,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.5,82.14,49024,-8278,166699.7505,9
E11,E32,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.5,81.48,48549,-8063,173766.5005,9
E12,E32,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.5,81.68,48570,-5848,173872.9355,9
E10,E30,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.5,81.13,48021,-6365,167141.546,9
E11,E30,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.5,80.46,47561,11094,173915.196,10
E12,E30,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.5,80.10,47378,13308,178007.791,10
E10,E31,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.5,81.39,48244,12792,176530.4785,9
E11,E31,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.5,80.71,47779,-2653,183401.8285,10
E12,E31,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.5,80.37,47590,-438,187611.6635,10
E10,E32,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.5,81.22,48099,-955,177451.2425,9
E11,E32,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.5,80.55,47637,-740,184263.9725,10
E12,E32,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.5,80.19,47442,1475,188591.0475,10
E10,E30,R-25,"2"" Vert",SB60,0.1,0.5,1.5,82.65,49450,958,157635.564,8
E11,E30,R-25,"2"" Vert",SB60,0.1,0.5,1.5,82.34,49117,-7323,161927.634,8
E12,E30,R-25,"2"" Vert",SB60,0.1,0.5,1.5,82.21,49017,-5108,164398.409,9
E10,E31,R-25,"2"" Vert",SB60,0.1,0.5,1.5,82.79,49604,-5625,168372.7565,8
E11,E31,R-25,"2"" Vert",SB60,0.1,0.5,1.5,82.46,49291,-21069,172274.0265,8
E12,E31,R-25,"2"" Vert",SB60,0.1,0.5,1.5,82.37,49197,-18855,174627.5615,8
E10,E32,R-25,"2"" Vert",SB60,0.1,0.5,1.5,82.70,49493,-19371,168629.1605,8
E11,E32,R-25,"2"" Vert",SB60,0.1,0.5,1.5,82.38,49170,-19157,172725.8305,8
E12,E32,R-25,"2"" Vert",SB60,0.1,0.5,1.5,82.26,49073,-16942,175137.9855,9
E10,E30,R-30,"2"" Vert",SB60,0.1,0.5,1.5,82.06,48686,-17459,165241.116,9
E11,E30,R-30,"2"" Vert",SB60,0.1,0.5,1.5,81.54,48260,0,171350.406,9
E12,E30,R-30,"2"" Vert",SB60,0.1,0.5,1.5,81.54,48208,2215,172883.261,9
E10,E31,R-30,"2"" Vert",SB60,0.1,0.5,1.5,82.22,48870,1698,175392.1085,9
E11,E31,R-30,"2"" Vert",SB60,0.1,0.5,1.5,81.52,48368,-13746,182986.4385,9
E12,E31,R-30,"2"" Vert",SB60,0.1,0.5,1.5,81.76,48407,-11532,182741.1535,9
E10,E32,R-30,"2"" Vert",SB60,0.1,0.5,1.5,82.09,48740,-12048,176019.7725,9
E11,E32,R-30,"2"" Vert",SB60,0.1,0.5,1.5,81.42,48238,-11834,183614.1025,9
E12,E32,R-30,"2"" Vert",SB60,0.1,0.5,1.5,81.62,48277,-9619,183368.8175,9
E10,E30,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,82.13,48955,-10136,165216.789,9
E11,E30,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,81.60,48531,-5232,171286.999,9
E12,E30,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,81.33,48356,-3017,175223.274,9
E10,E31,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,82.24,49120,-3534,175739.0415,8
E11,E31,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,81.83,48760,-18978,180558.6915,9
E12,E31,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,81.51,48569,-16764,184807.6065,9
E10,E32,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,82.17,49010,-17280,175975.9055,9
E11,E32,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,81.69,48611,-17066,181557.6155,9
E12,E32,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,81.40,48439,-14851,185435.2705,9
E10,E30,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,81.31,48072,-15368,175147.601,9
E11,E30,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,80.76,47631,2091,181549.991,10
E12,E30,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,80.39,47459,4306,185427.646,10
E10,E31,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,81.46,48256,3789,185298.5935,9
E11,E31,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,81.01,47856,-11655,190899.8435,9
E12,E31,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,80.67,47667,-9441,195109.6785,10
E10,E32,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,81.36,48136,-9957,185730.8575,9
E11,E32,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,80.85,47709,-9743,191859.6875,10
E12,E32,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,80.49,47518,-7528,196108.6025,10
E10,E30,R-25,"2"" Vert",SB70,0.15,0.5,1.5,83.33,50132,-8045,135306.689,8
E11,E30,R-25,"2"" Vert",SB70,0.15,0.5,1.5,82.94,49795,1680,139676.919,8
E12,E30,R-25,"2"" Vert",SB70,0.15,0.5,1.5,82.89,49722,3894,141620.114,8
E10,E31,R-25,"2"" Vert",SB70,0.15,0.5,1.5,83.50,50312,3378,145535.8415,8
E11,E31,R-25,"2"" Vert",SB70,0.15,0.5,1.5,83.11,49970,-12067,150003.7715,8
E12,E31,R-25,"2"" Vert",SB70,0.15,0.5,1.5,83.01,49880,-9852,152279.1465,8
E10,E32,R-25,"2"" Vert",SB70,0.15,0.5,1.5,83.39,50190,-10369,146007.1855,8
E11,E32,R-25,"2"" Vert",SB70,0.15,0.5,1.5,83.00,49851,-10154,150416.4955,8
E12,E32,R-25,"2"" Vert",SB70,0.15,0.5,1.5,82.90,49763,-7939,152652.7905,8
E10,E30,R-30,"2"" Vert",SB70,0.15,0.5,1.5,82.59,49326,-8456,143732.921,8
E11,E30,R-30,"2"" Vert",SB70,0.15,0.5,1.5,82.30,49023,9003,147438.791,9
E12,E30,R-30,"2"" Vert",SB70,0.15,0.5,1.5,82.17,48933,11217,149714.166,9
E10,E31,R-30,"2"" Vert",SB70,0.15,0.5,1.5,82.73,49490,10701,154274.7135,8
E11,E31,R-30,"2"" Vert",SB70,0.15,0.5,1.5,82.43,49188,-4744,157961.0435,8
E12,E31,R-30,"2"" Vert",SB70,0.15,0.5,1.5,82.31,49092,-2529,160353.6585,9
E10,E32,R-30,"2"" Vert",SB70,0.15,0.5,1.5,82.68,49400,-3046,154120.7775,8
E11,E32,R-30,"2"" Vert",SB70,0.15,0.5,1.5,82.39,49099,-2831,157787.5675,9
E12,E32,R-30,"2"" Vert",SB70,0.15,0.5,1.5,82.22,48981,-616,160610.0625,9
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,82.60,49595,-1133,143708.594,8
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,82.27,49266,3771,147922.504,8
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,82.19,49184,5985,150041.559,8
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,82.76,49780,5469,153840.0465,8
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,82.40,49434,-9976,158386.1365,8
E12,E31,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,82.32,49353,-7761,160485.6515,8
E10,E32,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,82.66,49659,-8278,154291.8505,8
E11,E32,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,82.31,49323,-8063,158642.5405,8
E12,E32,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,82.29,49267,-5848,160253.5555,8
E10,E30,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,82.06,48879,-6365,150376.226,9
E11,E30,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,81.37,48383,11094,157853.316,9
E12,E30,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,81.57,48404,13308,157959.751,9
E10,E31,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,82.14,49021,12792,161347.8985,9
E11,E31,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,81.66,48635,-2653,166675.5885,9
E12,E31,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,81.51,48516,-438,169517.6235,9
E10,E32,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,82.10,48931,-955,161193.9625,9
E11,E32,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,81.47,48478,-740,167830.8325,9
E12,E32,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,81.52,48421,1475,169461.3875,9
E10,E30,R-25,"2"" Vert",SB60,0.15,0.5,1.5,83.37,50166,958,143644.924,8
E11,E30,R-25,"2"" Vert",SB60,0.15,0.5,1.5,82.96,49809,-7323,148405.954,8
E12,E30,R-25,"2"" Vert",SB60,0.15,0.5,1.5,82.85,49710,-5108,150857.189,8
E10,E31,R-25,"2"" Vert",SB60,0.15,0.5,1.5,83.53,50344,-5625,153913.1565,8
E11,E31,R-25,"2"" Vert",SB60,0.15,0.5,1.5,83.13,49990,-21069,158615.5665,8
E12,E31,R-25,"2"" Vert",SB60,0.15,0.5,1.5,83.02,49892,-18855,161047.2615,8
E10,E32,R-25,"2"" Vert",SB60,0.15,0.5,1.5,83.42,50221,-19371,154404.0405,8
E11,E32,R-25,"2"" Vert",SB60,0.15,0.5,1.5,83.02,49869,-19157,159067.3705,8
E12,E32,R-25,"2"" Vert",SB60,0.15,0.5,1.5,82.91,49773,-16942,161459.9855,8
E10,E30,R-30,"2"" Vert",SB60,0.15,0.5,1.5,82.66,49378,-17459,151719.436,8
E11,E30,R-30,"2"" Vert",SB60,0.15,0.5,1.5,82.32,49038,0,156148.286,9
E12,E30,R-30,"2"" Vert",SB60,0.15,0.5,1.5,82.20,48945,2215,158482.281,9
E10,E31,R-30,"2"" Vert",SB60,0.15,0.5,1.5,82.76,49511,1698,162866.9685,8
E11,E31,R-30,"2"" Vert",SB60,0.15,0.5,1.5,82.45,49201,-13746,166709.6185,8
E12,E31,R-30,"2"" Vert",SB60,0.15,0.5,1.5,82.32,49101,-11532,169180.3935,9
E10,E32,R-30,"2"" Vert",SB60,0.15,0.5,1.5,82.67,49412,-12048,162888.8925,8
E11,E32,R-30,"2"" Vert",SB60,0.15,0.5,1.5,82.36,49086,-11834,167044.1825,9
E12,E32,R-30,"2"" Vert",SB60,0.15,0.5,1.5,82.23,48989,-9619,169456.3375,9
E10,E30,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,82.70,49633,-10136,151968.669,8
E11,E30,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,82.35,49302,-5232,156221.659,8
E12,E30,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,82.26,49211,-3017,158516.574,8
E10,E31,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,82.85,49814,-3534,162178.2815,8
E11,E31,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,82.49,49475,-18978,166587.5915,8
